No,파일명,데이터명,데이터셋구분,대분류명,소분류명,이미지파일경로,너비,높이
3000,Img_002_0999,한국음식,train,구이,고등어구이,data/한국음식/train/구이/고등어구이/Img_002_0999.jpg,533,400
3001,Img_003_0000,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0000.jpg,603,400
3002,Img_003_0001,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0001.jpg,711,400
3003,Img_003_0002,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0002.jpg,600,400
3004,Img_003_0003,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0003.jpg,578,400
3005,Img_003_0004,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0004.jpg,300,400
3006,Img_003_0005,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0005.jpg,602,400
3007,Img_003_0006,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0006.jpg,600,400
3008,Img_003_0007,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0007.jpg,602,400
3009,Img_003_0008,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0008.jpg,711,400
3010,Img_003_0009,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0009.jpg,560,400
3011,Img_003_0010,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0010.jpg,603,400
3012,Img_003_0011,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0011.jpg,400,400
3013,Img_003_0012,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0012.jpg,711,400
3014,Img_003_0013,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0013.jpg,711,400
3015,Img_003_0014,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0014.jpg,711,400
3016,Img_003_0015,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0015.jpg,711,400
3017,Img_003_0016,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0016.jpg,602,400
3018,Img_003_0017,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0017.jpg,602,400
3019,Img_003_0018,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0018.jpg,602,400
3020,Img_003_0019,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0019.jpg,602,400
3021,Img_003_0020,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0020.jpg,602,400
3022,Img_003_0021,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0021.jpg,602,400
3023,Img_003_0022,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0022.jpg,711,400
3024,Img_003_0023,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0023.jpg,600,400
3025,Img_003_0024,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0024.jpg,711,400
3026,Img_003_0025,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0025.jpg,711,400
3027,Img_003_0026,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0026.jpg,711,400
3028,Img_003_0027,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0027.jpg,533,400
3029,Img_003_0028,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0028.jpg,602,400
3030,Img_003_0029,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0029.jpg,601,400
3031,Img_003_0030,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0030.jpg,567,400
3032,Img_003_0031,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0031.jpg,655,400
3033,Img_003_0032,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0032.jpg,600,400
3034,Img_003_0033,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0033.jpg,601,400
3035,Img_003_0034,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0034.jpg,533,400
3036,Img_003_0035,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0035.jpg,598,400
3037,Img_003_0036,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0036.jpg,600,400
3038,Img_003_0037,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0037.jpg,534,400
3039,Img_003_0038,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0038.jpg,601,400
3040,Img_003_0039,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0039.jpg,600,400
3041,Img_003_0040,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0040.jpg,600,400
3042,Img_003_0041,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0041.jpg,533,400
3043,Img_003_0042,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0042.jpg,535,400
3044,Img_003_0043,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0043.jpg,528,400
3045,Img_003_0044,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0044.jpg,533,400
3046,Img_003_0045,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0045.jpg,655,400
3047,Img_003_0046,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0046.jpg,603,400
3048,Img_003_0047,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0047.jpg,600,400
3049,Img_003_0048,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0048.jpg,600,400
3050,Img_003_0049,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0049.jpg,600,400
3051,Img_003_0050,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0050.jpg,600,400
3052,Img_003_0051,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0051.jpg,600,400
3053,Img_003_0052,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0052.jpg,601,400
3054,Img_003_0053,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0053.jpg,533,400
3055,Img_003_0054,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0054.jpg,658,400
3056,Img_003_0055,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0055.jpg,680,400
3057,Img_003_0056,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0056.jpg,684,400
3058,Img_003_0057,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0057.jpg,400,400
3059,Img_003_0058,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0058.jpg,601,400
3060,Img_003_0059,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0059.jpg,399,400
3061,Img_003_0060,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0060.jpg,533,400
3062,Img_003_0061,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0061.jpg,600,400
3063,Img_003_0062,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0062.jpg,600,400
3064,Img_003_0063,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0063.jpg,600,400
3065,Img_003_0064,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0064.jpg,267,400
3066,Img_003_0065,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0065.jpg,604,400
3067,Img_003_0066,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0066.jpg,600,400
3068,Img_003_0067,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0067.jpg,600,400
3069,Img_003_0068,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0068.jpg,711,400
3070,Img_003_0069,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0069.jpg,711,400
3071,Img_003_0070,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0070.jpg,400,400
3072,Img_003_0071,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0071.jpg,600,400
3073,Img_003_0072,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0072.jpg,601,400
3074,Img_003_0073,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0073.jpg,600,400
3075,Img_003_0074,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0074.jpg,533,400
3076,Img_003_0075,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0075.jpg,600,400
3077,Img_003_0076,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0076.jpg,600,400
3078,Img_003_0077,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0077.jpg,600,400
3079,Img_003_0078,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0078.jpg,566,400
3080,Img_003_0079,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0079.jpg,600,400
3081,Img_003_0080,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0080.jpg,600,400
3082,Img_003_0081,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0081.jpg,533,400
3083,Img_003_0082,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0082.jpg,632,400
3084,Img_003_0083,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0083.jpg,533,400
3085,Img_003_0084,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0084.jpg,533,400
3086,Img_003_0085,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0085.jpg,533,400
3087,Img_003_0086,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0086.jpg,533,400
3088,Img_003_0087,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0087.jpg,533,400
3089,Img_003_0088,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0088.jpg,613,400
3090,Img_003_0089,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0089.jpg,533,400
3091,Img_003_0090,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0090.jpg,602,400
3092,Img_003_0091,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0091.jpg,602,400
3093,Img_003_0092,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0092.jpg,604,400
3094,Img_003_0093,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0093.jpg,533,400
3095,Img_003_0094,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0094.jpg,655,400
3096,Img_003_0095,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0095.jpg,533,400
3097,Img_003_0096,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0096.jpg,563,400
3098,Img_003_0097,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0097.jpg,533,400
3099,Img_003_0098,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0098.jpg,601,400
3100,Img_003_0099,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0099.jpg,706,400
3101,Img_003_0100,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0100.jpg,400,400
3102,Img_003_0101,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0101.jpg,400,400
3103,Img_003_0102,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0102.jpg,400,400
3104,Img_003_0103,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0103.jpg,400,400
3105,Img_003_0104,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0104.jpg,533,400
3106,Img_003_0105,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0105.jpg,400,400
3107,Img_003_0106,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0106.jpg,533,400
3108,Img_003_0107,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0107.jpg,711,400
3109,Img_003_0108,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0108.jpg,400,400
3110,Img_003_0109,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0109.jpg,213,400
3111,Img_003_0110,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0110.jpg,669,400
3112,Img_003_0111,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0111.jpg,602,400
3113,Img_003_0112,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0112.jpg,602,400
3114,Img_003_0113,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0113.jpg,602,400
3115,Img_003_0114,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0114.jpg,602,400
3116,Img_003_0115,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0115.jpg,602,400
3117,Img_003_0116,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0116.jpg,602,400
3118,Img_003_0117,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0117.jpg,602,400
3119,Img_003_0118,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0118.jpg,602,400
3120,Img_003_0119,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0119.jpg,602,400
3121,Img_003_0120,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0120.jpg,602,400
3122,Img_003_0121,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0121.jpg,602,400
3123,Img_003_0122,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0122.jpg,602,400
3124,Img_003_0123,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0123.jpg,602,400
3125,Img_003_0124,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0124.jpg,600,400
3126,Img_003_0125,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0125.jpg,600,400
3127,Img_003_0126,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0126.jpg,599,400
3128,Img_003_0127,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0127.jpg,600,400
3129,Img_003_0128,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0128.jpg,691,400
3130,Img_003_0129,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0129.jpg,600,400
3131,Img_003_0130,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0130.jpg,596,400
3132,Img_003_0131,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0131.jpg,603,400
3133,Img_003_0132,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0132.jpg,711,400
3134,Img_003_0133,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0133.jpg,533,400
3135,Img_003_0134,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0134.jpg,533,400
3136,Img_003_0135,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0135.jpg,591,400
3137,Img_003_0136,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0136.jpg,591,400
3138,Img_003_0137,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0137.jpg,591,400
3139,Img_003_0138,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0138.jpg,598,400
3140,Img_003_0139,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0139.jpg,598,400
3141,Img_003_0140,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0140.jpg,598,400
3142,Img_003_0141,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0141.jpg,598,400
3143,Img_003_0142,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0142.jpg,386,400
3144,Img_003_0143,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0143.jpg,598,400
3145,Img_003_0144,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0144.jpg,603,400
3146,Img_003_0145,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0145.jpg,603,400
3147,Img_003_0146,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0146.jpg,528,400
3148,Img_003_0147,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0147.jpg,624,400
3149,Img_003_0148,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0148.jpg,653,400
3150,Img_003_0149,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0149.jpg,533,400
3151,Img_003_0150,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0150.jpg,710,400
3152,Img_003_0151,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0151.jpg,600,400
3153,Img_003_0152,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0152.jpg,601,400
3154,Img_003_0153,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0153.jpg,600,400
3155,Img_003_0154,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0154.jpg,600,400
3156,Img_003_0155,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0155.jpg,600,400
3157,Img_003_0156,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0156.jpg,600,400
3158,Img_003_0157,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0157.jpg,600,400
3159,Img_003_0158,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0158.jpg,600,400
3160,Img_003_0159,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0159.jpg,600,400
3161,Img_003_0160,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0160.jpg,600,400
3162,Img_003_0161,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0161.jpg,601,400
3163,Img_003_0162,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0162.jpg,1199,400
3164,Img_003_0163,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0163.jpg,533,400
3165,Img_003_0164,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0164.jpg,533,400
3166,Img_003_0165,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0165.jpg,600,400
3167,Img_003_0166,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0166.jpg,600,400
3168,Img_003_0167,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0167.jpg,533,400
3169,Img_003_0168,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0168.jpg,533,400
3170,Img_003_0169,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0169.jpg,603,400
3171,Img_003_0170,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0170.jpg,712,400
3172,Img_003_0171,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0171.jpg,533,400
3173,Img_003_0172,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0172.jpg,533,400
3174,Img_003_0173,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0173.jpg,533,400
3175,Img_003_0174,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0174.jpg,533,400
3176,Img_003_0175,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0175.jpg,533,400
3177,Img_003_0176,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0176.jpg,533,400
3178,Img_003_0177,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0177.jpg,267,400
3179,Img_003_0178,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0178.jpg,532,400
3180,Img_003_0179,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0179.jpg,600,400
3181,Img_003_0180,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0180.jpg,668,400
3182,Img_003_0181,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0181.jpg,365,400
3183,Img_003_0182,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0182.jpg,528,400
3184,Img_003_0183,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0183.jpg,601,400
3185,Img_003_0184,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0184.jpg,600,400
3186,Img_003_0185,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0185.jpg,711,400
3187,Img_003_0186,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0186.jpg,533,400
3188,Img_003_0187,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0187.jpg,600,400
3189,Img_003_0188,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0188.jpg,600,400
3190,Img_003_0189,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0189.jpg,600,400
3191,Img_003_0190,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0190.jpg,600,400
3192,Img_003_0191,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0191.jpg,600,400
3193,Img_003_0192,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0192.jpg,600,400
3194,Img_003_0193,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0193.jpg,743,400
3195,Img_003_0194,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0194.jpg,743,400
3196,Img_003_0195,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0195.jpg,743,400
3197,Img_003_0196,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0196.jpg,600,400
3198,Img_003_0197,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0197.jpg,743,400
3199,Img_003_0198,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0198.jpg,743,400
3200,Img_003_0199,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0199.jpg,600,400
3201,Img_003_0200,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0200.jpg,743,400
3202,Img_003_0201,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0201.jpg,743,400
3203,Img_003_0202,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0202.jpg,600,400
3204,Img_003_0203,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0203.jpg,600,400
3205,Img_003_0204,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0204.jpg,743,400
3206,Img_003_0205,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0205.jpg,743,400
3207,Img_003_0206,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0206.jpg,600,400
3208,Img_003_0207,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0207.jpg,743,400
3209,Img_003_0208,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0208.jpg,743,400
3210,Img_003_0209,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0209.jpg,743,400
3211,Img_003_0210,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0210.jpg,533,400
3212,Img_003_0211,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0211.jpg,533,400
3213,Img_003_0212,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0212.jpg,711,400
3214,Img_003_0213,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0213.jpg,600,400
3215,Img_003_0214,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0214.jpg,533,400
3216,Img_003_0215,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0215.jpg,600,400
3217,Img_003_0216,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0216.jpg,600,400
3218,Img_003_0217,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0217.jpg,711,400
3219,Img_003_0218,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0218.jpg,711,400
3220,Img_003_0219,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0219.jpg,711,400
3221,Img_003_0220,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0220.jpg,711,400
3222,Img_003_0221,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0221.jpg,603,400
3223,Img_003_0222,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0222.jpg,600,400
3224,Img_003_0223,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0223.jpg,533,400
3225,Img_003_0224,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0224.jpg,602,400
3226,Img_003_0225,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0225.jpg,600,400
3227,Img_003_0226,한국음식,train,구이,곱창구이,data/한국음식/train/구이/곱창구이/Img_003_0226.jpg,713,400
