No,파일명,데이터명,데이터셋구분,이미지파일경로,라벨파일경로,너비,높이,객체개수
470,S3-N0401MF00705,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00705.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00705.txt,1920,1080,1
471,S3-N0401MF00706,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00706.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00706.txt,1920,1080,1
472,S3-N0401MF00707,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00707.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00707.txt,1920,1080,1
473,S3-N0401MF00708,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00708.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00708.txt,1920,1080,1
474,S3-N0401MF00709,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00709.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00709.txt,1920,1080,1
475,S3-N0401MF00710,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00710.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00710.txt,1920,1080,1
476,S3-N0401MF00711,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00711.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00711.txt,1920,1080,1
477,S3-N0401MF00712,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00712.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00712.txt,1920,1080,1
478,S3-N0401MF00713,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00713.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00713.txt,1920,1080,1
479,S3-N0401MF00714,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00714.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00714.txt,1920,1080,1
480,S3-N0401MF00715,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00715.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00715.txt,1920,1080,1
481,S3-N0401MF00716,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00716.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00716.txt,1920,1080,1
482,S3-N0401MF00717,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00717.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00717.txt,1920,1080,1
483,S3-N0401MF00718,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00718.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00718.txt,1920,1080,1
484,S3-N0401MF00719,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00719.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00719.txt,1920,1080,1
485,S3-N0401MF00720,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00720.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00720.txt,1920,1080,1
486,S3-N0401MF00721,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00721.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00721.txt,1920,1080,1
487,S3-N0401MF00722,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00722.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00722.txt,1920,1080,1
488,S3-N0401MF00723,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00723.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00723.txt,1920,1080,1
489,S3-N0401MF00724,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00724.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00724.txt,1920,1080,1
490,S3-N0401MF00725,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00725.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00725.txt,1920,1080,1
491,S3-N0401MF00726,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00726.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00726.txt,1920,1080,1
492,S3-N0401MF00727,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00727.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00727.txt,1920,1080,1
493,S3-N0401MF00728,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00728.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00728.txt,1920,1080,1
494,S3-N0401MF00729,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00729.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00729.txt,1920,1080,1
495,S3-N0401MF00730,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00730.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00730.txt,1920,1080,1
496,S3-N0401MF00731,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00731.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00731.txt,1920,1080,1
497,S3-N0401MF00732,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00732.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00732.txt,1920,1080,1
498,S3-N0401MF00733,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00733.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00733.txt,1920,1080,1
499,S3-N0401MF00734,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00734.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00734.txt,1920,1080,1
500,S3-N0401MF00735,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00735.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00735.txt,1920,1080,1
501,S3-N0401MF00736,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00736.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00736.txt,1920,1080,1
502,S3-N0401MF00737,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00737.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00737.txt,1920,1080,1
503,S3-N0401MF00738,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00738.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00738.txt,1920,1080,1
504,S3-N0401MF00739,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00739.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00739.txt,1920,1080,1
505,S3-N0401MF00740,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00740.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00740.txt,1920,1080,1
506,S3-N0401MF00741,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00741.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00741.txt,1920,1080,1
507,S3-N0401MF00742,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00742.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00742.txt,1920,1080,1
508,S3-N0401MF00743,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00743.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00743.txt,1920,1080,1
509,S3-N0401MF00744,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00744.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00744.txt,1920,1080,1
510,S3-N0401MF00745,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00745.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00745.txt,1920,1080,1
511,S3-N0401MF00746,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00746.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00746.txt,1920,1080,1
512,S3-N0401MF00747,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00747.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00747.txt,1920,1080,1
513,S3-N0401MF00748,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00748.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00748.txt,1920,1080,1
514,S3-N0401MF00749,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00749.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00749.txt,1920,1080,1
515,S3-N0401MF00750,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00750.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00750.txt,1920,1080,1
516,S3-N0401MF00751,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00751.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00751.txt,1920,1080,1
517,S3-N0401MF00752,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00752.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00752.txt,1920,1080,1
518,S3-N0401MF00753,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00753.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00753.txt,1920,1080,1
519,S3-N0401MF00754,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00754.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00754.txt,1920,1080,1
520,S3-N0401MF00755,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00755.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00755.txt,1920,1080,1
521,S3-N0401MF00756,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00756.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00756.txt,1920,1080,1
522,S3-N0401MF00757,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00757.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00757.txt,1920,1080,1
523,S3-N0401MF00758,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00758.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00758.txt,1920,1080,1
524,S3-N0401MF00759,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00759.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00759.txt,1920,1080,1
525,S3-N0401MF00760,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00760.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00760.txt,1920,1080,1
526,S3-N0401MF00761,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00761.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00761.txt,1920,1080,1
527,S3-N0401MF00762,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00762.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00762.txt,1920,1080,1
528,S3-N0401MF00763,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00763.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00763.txt,1920,1080,1
529,S3-N0401MF00767,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00767.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00767.txt,1920,1080,1
530,S3-N0401MF00768,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00768.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00768.txt,1920,1080,1
531,S3-N0401MF00769,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00769.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00769.txt,1920,1080,1
532,S3-N0401MF00770,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00770.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00770.txt,1920,1080,1
533,S3-N0401MF00771,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00771.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00771.txt,1920,1080,1
534,S3-N0401MF00772,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00772.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00772.txt,1920,1080,1
535,S3-N0401MF00773,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00773.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00773.txt,1920,1080,1
536,S3-N0401MF00775,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00775.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00775.txt,1920,1080,1
537,S3-N0401MF00776,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00776.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00776.txt,1920,1080,1
538,S3-N0401MF00777,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00777.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00777.txt,1920,1080,1
539,S3-N0401MF00778,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00778.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00778.txt,1920,1080,1
540,S3-N0401MF00779,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00779.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00779.txt,1920,1080,1
541,S3-N0401MF00780,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00780.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00780.txt,1920,1080,1
542,S3-N0401MF00781,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00781.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00781.txt,1920,1080,1
543,S3-N0401MF00784,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00784.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00784.txt,1920,1080,1
544,S3-N0401MF00791,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00791.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00791.txt,1920,1080,1
545,S3-N0401MF00795,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00795.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00795.txt,1920,1080,1
546,S3-N0401MF00796,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00796.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00796.txt,1920,1080,1
547,S3-N0401MF00797,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00797.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00797.txt,1920,1080,1
548,S3-N0401MF00798,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00798.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00798.txt,1920,1080,1
549,S3-N0401MF00799,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00799.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00799.txt,1920,1080,1
550,S3-N0401MF00821,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00821.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00821.txt,1920,1080,1
551,S3-N0401MF00826,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00826.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00826.txt,1920,1080,1
552,S3-N0401MF00844,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00844.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00844.txt,1920,1080,1
553,S3-N0401MF00845,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00845.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00845.txt,1920,1080,1
554,S3-N0401MF00846,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00846.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00846.txt,1920,1080,1
555,S3-N0401MF00847,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00847.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00847.txt,1920,1080,1
556,S3-N0401MF00848,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00848.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00848.txt,1920,1080,1
557,S3-N0401MF00849,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00849.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00849.txt,1920,1080,1
558,S3-N0401MF00862,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00862.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00862.txt,1920,1080,1
559,S3-N0401MF00863,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00863.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00863.txt,1920,1080,1
560,S3-N0401MF00872,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00872.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00872.txt,1920,1080,1
561,S3-N0401MF00873,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00873.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00873.txt,1920,1080,1
562,S3-N0401MF00874,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00874.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00874.txt,1920,1080,1
563,S3-N0401MF00878,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00878.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00878.txt,1920,1080,1
564,S3-N0401MF00879,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00879.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00879.txt,1920,1080,1
565,S3-N0401MF00881,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00881.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00881.txt,1920,1080,1
566,S3-N0401MF00882,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00882.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00882.txt,1920,1080,1
567,S3-N0401MF00883,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00883.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00883.txt,1920,1080,1
568,S3-N0401MF00884,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00884.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00884.txt,1920,1080,1
569,S3-N0401MF00885,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00885.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00885.txt,1920,1080,1
570,S3-N0401MF00887,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00887.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00887.txt,1920,1080,1
571,S3-N0401MF00888,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00888.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00888.txt,1920,1080,1
572,S3-N0401MF00889,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00889.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00889.txt,1920,1080,1
573,S3-N0401MF00890,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00890.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00890.txt,1920,1080,1
574,S3-N0401MF00891,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00891.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00891.txt,1920,1080,1
575,S3-N0401MF00892,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00892.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00892.txt,1920,1080,1
576,S3-N0401MF00893,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00893.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00893.txt,1920,1080,1
577,S3-N0401MF00894,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00894.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00894.txt,1920,1080,1
578,S3-N0401MF00897,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00897.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00897.txt,1920,1080,1
579,S3-N0401MF00898,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00898.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00898.txt,1920,1080,1
580,S3-N0401MF00899,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00899.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00899.txt,1920,1080,1
581,S3-N0401MF00900,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00900.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00900.txt,1920,1080,1
582,S3-N0401MF00901,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00901.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00901.txt,1920,1080,1
583,S3-N0401MF00902,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00902.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00902.txt,1920,1080,1
584,S3-N0401MF00903,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00903.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00903.txt,1920,1080,1
585,S3-N0401MF00904,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00904.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00904.txt,1920,1080,1
586,S3-N0401MF00905,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00905.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00905.txt,1920,1080,1
587,S3-N0401MF00906,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00906.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00906.txt,1920,1080,1
588,S3-N0401MF00907,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00907.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00907.txt,1920,1080,1
589,S3-N0401MF00908,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00908.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00908.txt,1920,1080,1
590,S3-N0401MF00909,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00909.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00909.txt,1920,1080,1
591,S3-N0401MF00910,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00910.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00910.txt,1920,1080,1
592,S3-N0401MF00953,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00953.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00953.txt,1920,1080,1
593,S3-N0401MF00954,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00954.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00954.txt,1920,1080,1
594,S3-N0401MF00955,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00955.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00955.txt,1920,1080,1
595,S3-N0401MF00956,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00956.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00956.txt,1920,1080,1
596,S3-N0401MF00957,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00957.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00957.txt,1920,1080,1
597,S3-N0401MF00958,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00958.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00958.txt,1920,1080,1
598,S3-N0401MF00959,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00959.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00959.txt,1920,1080,1
599,S3-N0401MF00963,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00963.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00963.txt,1920,1080,1
600,S3-N0401MF00964,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00964.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00964.txt,1920,1080,1
601,S3-N0401MF00965,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00965.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00965.txt,1920,1080,1
602,S3-N0401MF00967,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00967.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00967.txt,1920,1080,1
603,S3-N0401MF00968,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00968.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00968.txt,1920,1080,1
604,S3-N0401MF00969,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00969.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00969.txt,1920,1080,1
605,S3-N0401MF00970,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00970.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00970.txt,1920,1080,1
606,S3-N0401MF00971,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00971.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00971.txt,1920,1080,1
607,S3-N0401MF00972,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00972.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00972.txt,1920,1080,1
608,S3-N0401MF00973,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00973.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00973.txt,1920,1080,1
609,S3-N0401MF00974,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00974.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00974.txt,1920,1080,1
610,S3-N0401MF00975,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00975.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00975.txt,1920,1080,1
611,S3-N0401MF00976,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00976.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00976.txt,1920,1080,1
612,S3-N0401MF00977,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00977.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00977.txt,1920,1080,1
613,S3-N0401MF00978,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00978.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00978.txt,1920,1080,1
614,S3-N0401MF00981,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00981.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00981.txt,1920,1080,1
615,S3-N0401MF00982,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00982.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00982.txt,1920,1080,1
616,S3-N0401MF00983,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00983.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00983.txt,1920,1080,1
617,S3-N0401MF00984,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00984.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00984.txt,1920,1080,1
618,S3-N0401MF00985,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00985.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00985.txt,1920,1080,1
619,S3-N0401MF00986,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00986.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00986.txt,1920,1080,1
620,S3-N0401MF00987,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00987.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00987.txt,1920,1080,1
621,S3-N0401MF00990,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00990.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00990.txt,1920,1080,1
622,S3-N0401MF00991,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00991.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00991.txt,1920,1080,1
623,S3-N0401MF01013,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF01013.jpg,datasets/fire_smoke/labels/train/S3-N0401MF01013.txt,1920,1080,1
624,S3-N0401MF01041,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF01041.jpg,datasets/fire_smoke/labels/train/S3-N0401MF01041.txt,1920,1080,1
